,title,lyrics,text_author,composer,artist
242,Człowiek bez butów,był człowiek bez butów i dobry był człowiek samotnie swe życie nad myślą przetrudził jak ludzkim niedolom i biedom zapobiec wymyślił w świat poszedł pomagać chciał ludziom stój dokąd idziesz już nogi ustały stój przecież widzisz bez butów nic nie zdziałasz i królem się ostał poddani choć ślepi i cnotę i mądrość chwalili aż błazen z radością do nóg mu się czepił bez butów jest krzyknął i z tronu strącili stój dokąd idziesz gdy nikim się stałeś ty królem być mogłeś lecz butów nie miałeś kochankiem dla brzydkiej dziewczyny chciał zostać nie chciała go brzydka dziewczyna i nie zmógł miłości bez butów nie sprostał kochanek po cierniach się wspina stój dokąd idziesz z miłości wyzuty kochankiem być chciałeś lecz byłeś bez butów i księgi im pisał mądrości im prawił nauczył ich koła i skrótów a lud go w podzięce kijami oprawił nie możesz być mądrym bez butów stój dokąd idziesz z ranami na twarzy ty wciąż jesteś mądry choć o butach marzysz i chodził po świecie i życie swe chwalił nie stracił nadziei choć zblakły mu włosy aż trafił na miejsce gdzie butów nie znali i stał się równym wśród bosych stój dokąd idziesz gdzie szukasz nieba stój przecież widzisz że tu cię najbardziej potrzeba ,Janusz Kubicki,Trzy Dni Tyłem,Trzy Dni Tyłem
243,Samantha,ty nie jesteś kliprem sławnym cutty sark czy betty louis w pacyfiku portach gwarnych nie zahuczy w głowie rum nie dla ciebie są cyklony hornu także nie opłyniesz w rejsie sławnym i szalonym szancie starej nie zaginiesz hej samantha hej samantha kiedy wiatr ci gra na wantach ty rysujesz wody tafle moje serce masz pod gaflem czasem ciężko prujesz wodę i twe żagle już nie nowe jesteś łajbą pełną wzruszeń jesteś łajbą co ma duszę ale teraz wyznać pora chociaż nie wiem czemu psiakość gdy cię nie ma na jezorach na jeziorach pusto jakoś gdy w wieczornej przyjdzie porze śpiewać zwrotki piosnki złudnej gdy cię nie ma na jeziorze to mazury nie są cudne hej samantha hej samantha kiedy wiatr ci gra na wantach ty rysujesz wody tafle moje serce masz pod gaflem czasem ciężko prujesz wodę i twe żagle już nie nowe jesteś łajbą pełną wzruszeń jesteś łajbą co ma duszę czasem kiedyś już zmęczona w chwili krótkiej przyjemności w złotych słońca stu ramionach ty wygrzewasz stare kości a gdy przyjdzie kres twych dróg nie zapłaczę na pogrzebie wiem że sprawi dobry bóg byś pływała dalej w niebie hej samantha hej samantha kiedy wiatr ci gra na wantach ty rysujesz wody tafle moje serce masz pod gaflem czasem ciężko prujesz wodę i twe żagle już nie nowe jesteś łajbą pełną wzruszeń jesteś łajbą co ma duszę co ma duszę co ma duszę ,,,
244,Teksański,herbata stygnie zapada mrok a pod piórem ciągle nic obowiązek obowiązkiem jest piosenka musi posiadać tekst gdyby chociaż mucha zjawiła się mogłabym ją zabić a później to opisać w moich słowach słoma czai się nie znaczą nic jeśli szukasz sensu prawdy w nich zawiedziesz się a może zmienić zasady gry chcesz usłyszeć słowa to sam je sobie wymyśl nabij diabła chmurę śmierci weź pomoże ci wnet twe myśli w słowa zmienią się wyśpiewasz je sam ,Kasia Nosowska,Piotr Banach,Hey
245,Pod śliwką,idzie diabeł ścieżką krzywą pełen myśli złych nie pożyczył mu na piwo nie pożyczył nikt słońce praży go od rana wiatr gorący dmucha diabeł się na nogach słania w ten piekelny upał idzie anioł wśród zieleni dobrze mu się wiedzie pełno drobnych ma w kieszeni i przyjaciół wszędzie nagle przystaneli obaj na górze pod śliwką i ujrzeli że im browar wyszedł na przeciwko nie ma szczęścia na tym świecie ni sprawiedliwości anioł pije piwo trzecie diabeł mu zazdrości rzecze diabeł postaw kufel bóg ci wynagrodzi my artyści w taki upał musimy żyć w zgodzie na to anioł zatrzepotał skrzydeł pióropuszem i powiada dam ci dychę w zamiam za twą duszę musiał diabeł aniołowi wściekłą duszę sprzedać i stworzyli sobie piekło z odrobiną nieba ,,,
246,Lulajże Jezuniu,lulajże jezuniu moja perełko lulaj ulubione me pieścidełko lulajże jezuniu lulajże lulaj a ty go matulu w płaczu utulaj zamkijże znużone płaczem powieczki utulże zemdlone łkaniem usteczki lulajże jezuniu lulajże lulaj a ty go matulu w płaczu utulaj lulajże piękniuchny mój aniołeczku lulajże wdzięczniuchny świata kwiateczku lulajże jezuniu lulajże lulaj a ty go matulu w płaczu utulaj ,,,
247,Rondo czyli piosenka o kacu gigancie,tydzień z hakiem dobrze było mi na świecie bo od rana do wieczora piłem wściekle aż mnie ścięło z nóg na amen tuż przy mecie i pojąłem cały drżąc że jestem w piekle w miejscu staną czas i lęk ogarną duszę za całego życia winny wieczną męką by uniknąć jej wiedziełem wypić muszę ale jak na złość nie było nic pod ręką wszyscy krewni i znajomi stali wokół pochylali swoje współczujące głowy powtarzając na okrągło tylko spokój nic ci się nie stanie przecież jesteś zdrowy potem przyszedł lekarz razem z tłumem gości każdy z nich ze sobą przyniósł flaszkę wódki i śpiewali że za siedem dni radości całą wieczność będę troski miał i smutki i słyszłem jak bawili się do rana jak wznosili tuż za ścianą moje zdrowie kiedy czułem jak sufitu twarz pijana drwiąco patrzy na mnie spod przymkniętych powiek czas nie mijał ale trwał z uporem czasu który dobrze wie że czasu ma w nadmiarze minął wiek nim myśl zrodziła się z hałasu by pogrążyć w jeszcze większym mnie koszmarze trzysta lat myślałem o tym co zrobiłem trzysta czego mi się zrobić nie udało trzecie trzysta się zbierałem na wysiłek żeby sprawdzić czy mnie słucha własne ciało kiedy wstałem puste było moje piekło śladu gości uczt ni wrzawy już nie słychać tysiąc lat minęło w końcu jak się rzekło więc najwyższy czas wyskoczyć na kielicha tydzień z hakiem dobrze było mi na świecie bo od rana do wieczora piłem wściekle aż mnie ścieło z nóg na amen tuż przy mecie i pojąłem cały drżąc że jestem w piekle w miejscu staną czas i lęk ogarną duszę za całego życia winy wieczną męką by uniknąć jej wiedziałem wypić muszę ale jak na złość nie było nic pod ręką ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
248,Słynny niebieski prochowiec,jest czwarta nad ranem już kończy się grudzień list piszę do ciebie czy dobrze się czujesz w new yorku jest zimno poza tym w porządku muzyka na clinton street gra na okrągło podobno budujesz swój własny dom w głębi pustyni od życia nie chcesz już nic lecz musiałeś zachować wspomnienia a jane do dziś kosmyk włosów ma twych wiem gdy dawałeś go jej myślałeś już o tym by zwiać lecz niełatwo jest zwiać gdy tu byłeś ostatnio wyglądałeś jak starzec podniszczyłeś swój słynny niebieski prochowiec do każdego pociągu wychodziłeś na dworzec bez swej lili marlene pojechałeś do domu dałeś mojej kobiecie z twego życia zaledwie strzęp nie jest już moją żoną lecz twoją też nie wciąż widzę cię z różą w zębach choć wiem że to tani był greps lecz spodobał się jane jane pozdrawia cię też cóż mam ci powiedzieć mój bracie mój kacie sam nie wiem czy pisać czy nie brakuje mi ciebie przebaczam od siebie to dobrze żeś w drogę mi wszedł a może byś tak tutaj wpadł do mnie lub do jane pomyśl twój wróg sypia twardo a jego żona nudzi się więc dziękuję ci że wypędziłeś jej z oczu ten żal ja myślałem że musi być tak nie starałem się więc a jane do dziś kosmyk włosów ma twych wiem że gdy dawałeś go jej myślałeś już o tym by zwiać z poważaniem leonard cohen ,Leonard Cohen,Leonard Cohen,Maciej Zembaty
249,Wędrówką życie jest człowieka, a a a wędrówką jedną życie jest człowieka idzie wciąż dalej wciąż dokąd skąd dokąd skąd dokąd skąd jak zjawa senna życie jest człowieka zjawia się dotknąć chcesz lecz ucieka lecz ucieka lecz ucieka to nic to nic to nic dopóki sił jednak iść przecież iść będę iść to nic to nic to nic dopóki sił będzie będę szedł będę biegł nie dam się wędrówką jedną życie jest człowieka idzie tam idzie tu brak mu tchu brak mu tchu brak mu tchu jak chmura zwiewna życie jest człowieka płynie wzwyż płynie w niż śmierć go czeka śmierć go czeka śmierć go czeka to nic to nic to nic dopóki sił jednak iść przecież iść będę iść to nic to nic to nic dopóki sił będę szedł będę biegł nie dam się a a a ,Edward Stachura,",,El condor passa''",Stare Dobre Małżeństwo
250,"Piosenka z pociągu pośpiesznego ""Bieszczady"" z Katowic do Zagórza przez Kraków Płaszów, Tarnów, Stróże",opadły mgły i pociąg ze snu się budzi górą snuje się dym przy ruszaniu szybkim się ktoś wywrócił ktoś tam śpi na koledze swym pies się włóczy po pod kołami bez głowy trzeba zmienić jazdy kierunek młotek niesie młotkowy a ciuchcia toczy toczy swój skład uroczy toczy toczy się skład ty co wisisz na lampie by stać mógł ktoś już dość już dość już dość nie ma tu tuneli drutów z prądem brak a więc wdrapuj się szybko na dach bo nowy dzień wstaje bo nowy dzień wstaje nowy dzień wstaje nowy dzień z czarnego snu już miasto się wynurza słońce rozpędza mrok na koleje polskie się ktoś oburza bo coraz większy jest tlok śpi na półce nad nami osób pięć pospołu ale półka urwać się nie może trzymamy ją od dołu a ciuchcia toczy toczy swój skład uroczy toczy toczy się skład ty co leżysz na dachu by stać mógł ktoś już dość już dość już dość usiądź sobie z brzegu i zrób miejsce nam bo my zaraz wdrapiemy się tam bo nowy dzień wstaje bo nowy dzień wstaje nowy dzień wstaje nowy dzień ,281. WDH,281. WDH,281. WDH
251,Jesienne wino, z brzękiem ostróg wjechałem do miasta pod jesień było czas złotych liści nastał w kieszeni worek srebra czas do domu wtem za plecami woła głos jej głos usiądź razem ze mną spróbuj mego wina z czereśni wiśni resztek lata choć jesień się zaczyna tyle tej jesieni jeszcze jest przed nami zdążysz wrócić do domu nim noc zawita nad drogami hej słońce stało w zenicie bił południowy żar a w gardle kurz przebytych dróg co tam spocznę chwilę przecież nie zaszkodzi do przejścia niedaleką jeszcze drogę mam a ona kusi usiądź razem ze mną spróbuj mego wina z czereśni wiśni resztek lata choć jesień się zaczyna tyle tej jesieni jeszcze jest przed nami zdążysz wrócić do domu nim noc zawita nad drogami hej zbudziłem się w czerwieniach zachodu pod starą karczmą co rynek zamyka zabrała moje srebro duszę i ostrogi zostało pragnienie i tępy głowy ból i pamięć jej słów usiądź razem ze mną spróbuj mego wina z czereśni wiśni resztek lata choć jesień się zaczyna tyle tej jesieni jeszcze jest przed nami zdążysz wrócić do domu nim noc zawita nad drogami hej ,Andrzej Koczewski,Andrzej Koczewski,Andrzej Koczewski; Zbigniew Bogdański
252,Jezioro, tam gdzie najtęższej sośnie upić się czasem zdarzy gdzie wiatr jak winem z morza jodem dmie gdzie wierzba nad strumykiem rozgrzane chłodząc stopy północ bez trudu dojrzy w ładny dzień rzeźbiarz zamorski sławny przemierzał kiedyś lata wilgotnych butów znaczył każdy krok zakatarzonym marszem do domu swego wracał zgubił cudownych luster sto w najpiękniejszym spośród luster zanurzyłem dzbany puste zanim słońce cicho wzeszło na pogodę dzbany młodość dopijały w świat odbity świat wspaniały wrysowałem swe odbicie młode kiedyś już późnym latem na liście jesień spadła i po swojemu splotła wystrój dnia jak dzikich kaczek stado z odlotem się wstrzymała by się w mym lustrze przejrzeć jeszcze raz i każdy kto przechodził u lustra mego stawał rumieńcem barw wytaczał obraz swój i tylko zima biała odbicia nie znalazła znalazła chłodnych powiek lód w najpiękniejszym spośród luster zanurzyłem dzbany puste zanim słońce cicho wzeszło na pogodę dzbany młodość dopijały w świat odbity świat wspaniały wrysowałem swe odbicie młode ,Jan Błyszczak,Jan Błyszczak,Jan Błyszczak
253,Piosenka o Arbacie,rzeczny wir rwący prąd obca nazwa łatwy rytm lecz przejrzysty twój nurt jak kryniczny zdrój ach arbacie toś ty wiecznym przeznaczeniem mym w tobie radość i gniew w tobie śmiech i ból ach arbacie toś ty wiecznym przeznaczeniem mym w tobie radość i gniew w tobie śmiech i ból gdy przechodniów twych tłum sunie obok rojem pstrym tak pospieszny ich krok tak powszedni ślad ach arbacie toś ty wiarą i zbawieniem mym wyślizgany twój bruk to mój cały świat ach arbacie toś ty wiarą i zbawieniem mym wyślizgany twój bruk to mój cały świat czarów nie da się zdjąć mocą dobrą ani złą choćbym tysiąc śnił miast nie zamieszkam w nich ach arbacie toś ty ziemią obiecaną mą niezbadanych twych dróg nie przemierzy nikt ach arbacie toś ty ziemią obiecaną mą niezbadanych twych dróg nie przemierzy nikt ,Bułat Okudżawa,Bułat Okudżawa,Bułat Okudżawa
254,Let it be,when i find myself in times of trouble mother mary comes to me speaking words of wisdom let it be and in my hour of darkness she is standing right in front speaking words of wisdom let it let it be let it be let it be let it be whisper words of wisdom let it be and when the broken hearted people living in the world there will be an answer let it but though they may be parted there is still a chance that they may see there will be an answer let it there will be an answer let it let it be let it be let it be let it whisper words of wisdom let it let it be let it be let it be let it whisper words of wisdom let it and when the night is cloudy there is still a light that shines on shine on till tomorrow let it i wake up to the sound of music mother mary comes to speaking words of wisdom let it ,,,The Beatles
255,A  Wee drap O' Whisky,a wee drappie whisky oh when i am wearied ma blood it will warm my spirits will cheer for when i sit doon i intend to be merry come fill up a bumper and hand it round here i can scarce get a hauf oor oh when i am wearied to tell you the truth that im vrocht wrought very sore my ploo and my lassie is a my whole pleasure well both tak a kiss an hae a drap more contented i sit and contented i labour contented i drink and contented i sing i never dispute nor fall oot wi my neebors for that is a mean and a contentious thing oh few very few ever hear me compleenin though ofttimes the load of oppression i bear oh fat is the use o a man aye compleenin for aye fan he tastes he maun hae a drap mair come noble waiter bring in a large measure i mean hauf a mutchkin the best o the toon an when it is drunken its time to bejoggin well gang merrily hame wi the canniest carl so good night to you all i think its but reason altho that the whisky speaks lood in my ear good night and safe home till farther occasion well a meet in friends and hae a drap mair ,,,
256,Pajączek,był sobie raz pajączek co żywot wiódł radosny rozsnuwał co noc sieć swą od sosny aż do sosny kres szczęściu przynósł wietrzyk co nieraz sobie dmucha z jego bowiem sprawą do tej sieci wpadła mucha aaa aaa aaa aaa i tutaj nasz pajączek postąpił wbrew naturze miast wrąbać ją na obiad on w muszcze się zadurzył co było dalej myślcie i każdy jak potrafi ja o tym wam nie powiem bo nie lubię pornografii aaa aaa aaa aaa wystąpił ród pajęczy ratując konwenanse zabronił pajączkowi popełniać mezalianse przewidzieć skutku czynu pajączek już nie zdążył bo z lewej konwenanse a z prawej mucha w ciąży aaa aaa aaa aaa oj przykład to poważny i prosto z życia wzięty bo nie tylko nasz pajączek musi płacić alimenty historia pajączka niech czasem panów przejmie ruszajcie trochę głową gdy dziewczyna suknię zdejmie aaa aaa aaa aaa ,Janusz Kubicki,Trzy dni Tyłem,Trzy dni Tyłem
257,Kolęda,tej nocy anioł przyszedł do józefa zbudźcie dzieciątko co tak słodko śpi judea dziś to niebezpieczna strefa i policzone małych chłopców dni namiestnik herod ciągle drży w obawie że chociaż władzę dzierży jego dłoń i rzymski cesarz patrzy nań łaskawie to w rączkach dzieci może kryć się broń uciekali uciekali uciekali na osiołku przez pustyni żar jak najdalej jak najdalej jak najdalej ukryć dziecię bezcenny ich skarb ciężko ojczyznę wspominać w pustyni mieliśmy jakoś zapewniony byt choć czasem patrol mijał drzwi świątyni zawsze się modlić mógł pobożny żyd lecz może trzeba szlakiem iść wygnania tak jak przodkowie nasi kiedyś szli może nie tu jest ziemia obiecana może gdzie indziej będzie rósł nasz syn uciekali uciekali uciekali na osiołku przez pustyni żar jak najdalej jak najdalej jak najdalej ukryć dziecię bezcenny ich skarb jeszcze nie wiemy co nam przeznaczone lecz choć przeczucia czasem dręczą złe ojciec niebieski weźmie nas w obronę i znowu anioł zjawi się we śnie piasek przysypał szlaki do betlejem zabłądzić łatwo trudny każdy krok tak mało mamy tylko tę nadzieję która rozjaśnia nam codzienny mrok uciekali uciekali uciekali na osiołku przez pustyni żar jak najdalej jak najdalej jak najdalej ukryć dziecię bezcenny ich skarb ,Agata Miklaszewska;  Maryna Miklaszewska,Janusz Stokłosa,
258,Testament,idę samotny wśród gór zagubiony w świecie wiatr tylko ścieżki me zna słońce niebawem za horyzont się wyniesie światem zawładnie mgła gdy wśród ciemności jakiś ognik ujrzysz będzie to dobry znak nowych ludzi poznam od nich się nauczę gawęd starych tak jak świat niech każdy z was się dowie co traci nie będąc tu świerk szumem ci opowie co zaszło tu przed lat stu strumień orzeźwi ci stopy i on kiedyś wody dał spragnionym w górach wędrowcom co szli tędy tak jak ja góra za górą chowa swe oblicze lecz te dokładnie już znam żadna mi nie ujdzie wszystko zaliczę chociaż o drogi szmat wciąż lat przybywa i świat się też starzeje cóż naturalna to rzecz ktoś kto przeglądać będzie stare szpargały może przeczyta ten tekst niech każdy z was się dowie co traci nie będąc tu świerk szumem ci opowie co zaszło tu przed lat stu strumień orzeźwi ci stopy i on kiedyś wody dał spragnionym w górach wędrowcom co szli tędy tak jak ja ,,,
259,Ballada o Dzikim Zachodzie,potwierdzają to setne przykłady że westerny wciąż jeszcze są w modzie wysłuchajcie więc państwo ballady o tak zwanym najdzikszym zachodzie miasto było tam jakich tysiące wokół preria i skały naprzeciw jak gdzie indziej świeciło tam słońce marli starcy rodziły się dzieci i tym tylko od innych różni się ta ballada że w tym mieście gdzieś na prerii krańcach na jednego mieszkańca jeden szeryf przypadał jeden szeryf na jednego mieszkańca konsekwencje ten fakt miał ogromne bo nikt w mieście za spluwę nie chwytał i od dawna już każdy zapomniał jak wygląda prawdziwy bandyta choć finanse poniekąd leżały gospodarka i przemysł był na nic ale każdy czy duży czy mały czuł się za to bezpieczny bez granic bo tym tylko od innych różni się ta ballada że w tym mieście gdzieś na prerii krańcach na jednego mieszkańca jeden szeryf przypadał jeden szeryf na jednego mieszkańca jeśli państwa historia ta nudzi to pocieszcie się tym że nareszcie którejś nocy krzyk ludzi obudził bank rozbity bandyci są w mieście dobrzy ludzie na próżno wołacie nikt nie wstanie za spluwę nie chwyci skoro każdy świadomość zatracił czym się różnią od ludzi bandyci a tym tylko od innych różni się ta ballada że w tym mieście gdzieś na prerii krańcach na każdego człowieka nagle strach upadł blady od szeryfa do zwykłego mieszkańca potwierdzają to setne przykłady że westerny wciąż jeszcze są w modzie wysłuchaliście państwo ballady o tak zwanym najdzikszym zachodzie miasto było tam jakich tysiące ludzkie w nim krzyżowały się drogi lecz nie wszystkim świeciło tam słońce bo bandyci krążyli bez trwogi wyciągnijmy więc morał w tej balladzie ukryty gdy nie grozi nam żadne rififi że czasami najtrudniej rozpoznać bandytę gdy dokoła sami szeryfi ,Wojciech Młynarski,Tadeusz Suchocki,Wojciech Młynarski
260,Blues niepotrzebnych powrotów,dopala się świeca maleńki płomień drży powoli zza pieca wychodzą szare sny zacięła się płyta adapter się biedzi stukają w podłogę zmęczeni sąsiedzi więc idź już nie wracaj nie przeszkadzaj mi nie było cię długo przestałam liczyć dni wolałeś tę drugą kwiaciarkę z vis a vis zapomniał korytarz jak brzmią twoje kroki nie poznał cię nawet twój fotel głęboki więc po co tu siedzisz dziwisz nocne ćmy posłuchaj latarnie wołają cię zza mgły nie patrz tak na mnie wiesz przecież gdzie są drzwi potrafię bez ciebie oddychać i śpiewać choć coraz bezbarwniej jest ptakom na drzewach a tamte dwie krople to wcale nie są łzy ,,,Elżbieta Adamiak
261,Jeszcze nie czas,wieczór w granatowym swym płaszczu gwiazdy już pozapalał z kątów wyłażą zrudziałe smutki a my gramy na swych gitarach i ciche nutki zbieramy by grały nam razem do taktu niebieskie myśli odganiamy bo przecież jeszcze nie czas jeszcze nie czas swe marzenia do walizek kłaść jeszcze nie czas by piosenki nasze śpiewał tylko wiatr jeszcze nie czas by gitary spały na dnie szaf póki tyle jest muzyki jeszcze w nas a kiedy zabraknie przyjaciół by wieczór przegadać do rana to przecież masz jeszcze swoją gitarę strun kilka melodii parę gdy piasek nie chce się wsypać pod oczy i do snu zaprosić to trzeba gdzieś odejść by dłużej nie płakać i smutku w swym sercu nie nosić jeszcze nie czas swe marzenia do walizek kłaść jeszcze nie czas by piosenki nasze śpiewał tylko wiatr jeszcze nie czas by gitary spały na dnie szaf póki tyle jest muzyki jeszcze w nas gdy włożą cię w dębową skrzynkę niech włożą razem z gitarą niech w niebie ci grają struny srebrzyste melodię twą ukochaną jeszcze nie czas swe marzenia do walizek kłaść jeszcze nie czas by piosenki nasze śpiewał tylko wiatr jeszcze nie czas by gitary spały na dnie szaf póki tyle jest muzyki jeszcze w nas ,Andrzej Koczewski,Andrzej Koczewski,
262,Miły mój, do mnie tu przyjdź i słuchaj pieśni złożonej z tęsknot marzeń wyobraźni a jeśli chcesz to zabrzmi głośniej ty dodasz do niej miłość swą miły mój w deszczu do mnie biegł płynął rzeką ciemną szedł doliną miły mój ledwie dotknął mnie z jego palców błysnął dzień miła ma w deszczu do mnie szła po promieniu słońca prędko biegła miła ma na krosienkach dnia tka już nocy zwiewny szal ta wielka noc gdy pierwszy strach trzymał ciała nasze na odległość ramion dawno już dziś zszarzała zbladła wchodzimy razem w jasny dzień miły mój w deszczu do mnie biegł płynął rzeką ciemną szedł doliną miły mój ledwie dotknął mnie z jego palców błysnął dzień miła ma w deszczu do mnie szła po promieniu słońca prędko biegła miła ma na krosienkach dnia tka już nocy zwiewny szal gdy miły mój zgubi drogę i mówi do mnie daj mi rękę miła nie trzeba już nic więcej mówić dzielimy każdy śmiech i łzy miły mój w deszczu do mnie biegł płynął rzeką ciemną szedł doliną miły mój ledwie dotknął mnie z jego palców błysnął dzień miła ma w deszczu do mnie szła po promieniu słońca prędko biegła miła ma na krosienkach dnia tka już nocy zwiewny szal la la la ,Aleksandra Kiełb,,
263,Majka, gdy jestem sam myślami biegnę do mej najdroższej jak rzeka wiernej o o majka nie jestem ciebie wart majka zmieniłbym dla ciebie cały świat choć dni mijają i czas ucieka ty jesteś wierna wierna jak rzeka o o majka nie jestem ciebie wart majka zmieniłbym dla ciebie cały świat byłaś mą gwiazdą byłaś mą wiosną sennym marzeniem myślą radosną o o majka nie jestem ciebie wart majka zmieniłbym dla ciebie cały świat oddałbym wszystko bo jesteś inna za jeden uśmiech jedno spojrzenie o o majka nie jestem ciebie wart majka zmieniłbym dla ciebie cały świat ,,,Stare Dobre Małżeństwo
264,Emeryt,leżysz wtulona w pościel coś cichutko mruczysz przez sen łóżko szerokie a pościel świeża za oknem prawie dzień a jeszcze niedawno koja w niej pachnący rybą koc fale bijące o pokład i bosmana zdarty głos to wszystko było minęło zostało tylko wspomnienie już nie poczuję wibracji pokładu gdy kable grają już tylko dom i ogródek i tak aż do śmierci a przecież stare żaglowce po morzach jeszcze pływają nie gniewaj się kochanie że trudno ze mną żyć że zapomniałem kupić mleko i gary zmyć lecz jeszcze niedawno pokład mym drugim domem był tam nie stało się w kolejkach tam nie było miejsca dla złych to wszystko było minęło zostało tylko wspomnienie już nie poczuję wibracji pokładu gdy kable grają już tylko dom i ogródek i tak aż do śmierci a przecież stare żaglowce po morzach jeszcze pływają upłynie sporo czasu nim przyzwyczaję się czterdzieści lat na morzu zamkniętych w jeden dzień skąd lekarz może wiedzieć że za morzem tęskno mi że duszę się na lądzie że śni mi się pokład pełen ryb to wszystko było minęło zostało tylko wspomnienie już nie poczuję wibracji pokładu gdy kable grają już tylko dom i ogródek i tak aż do śmierci a przecież stare żaglowce po morzach jeszcze pływają wiem masz do mnie żal mieliśmy do przyjaciół iść spotkałem kolegę z rejsu on w morze idzie dziś siedziałem potem na kei ze łzami patrzyłem na port jeszcze przyjdzie taki dzień kiedy opuszczę go a na razie to wszystko było minęło zostało tylko wspomnienie już nie poczuję wibracji pokładu gdy kable grają już tylko dom i ogródek i tak aż do śmierci a przecież stare żaglowce po morzach jeszcze pływają ,Tomasz Piórski,Ryszard Muzaj,EKT Gdynia
265,Piosenka dla starego wieśniaka,dla ciebie śpiewam piosenkę tę stary wieśniaku za to że gdy zimno było w życiu mym ty drewno swe oddałeś mi ty dałeś ogień wtedy gdy obywatele godni czci i bliźni nasi wszyscy w krąg zamykali przede mną swe drzwi to przecież nic to parę drew lecz starczy żeby ogrzać się a w duszy mej płonęły tak jak płonąłby cały las więc jeśli umrzesz kiedyś już gdy wieźć cię będzie czarny wóz niech przez niebiański cię wiedzie szlak aż do nieba bram dla ciebie śpiewam piosenkę tę dobra kobieto za to że gdy głodno było w życiu mym ty chleb swój oddałaś mi ty otworzyłaś mi swój dom gdy bliźni nasi wszyscy w krąg obywatele godni czci zamknęli przede mną swe drzwi to przecież nic to tylko chleb lecz starczy żeby najeść się a ja do dzisiaj w sercu mam ten zapach chleba i ten smak więc jeśli umrzesz kiedyś już gdy wieźć cię będzie czarny wóz niech przez niebiański cię wiedzie szlak aż do nieba bram dla ciebie śpiewam piosenkę tę obcy człowieku bowiem ty jedynie mi współczułeś gdy żandarmi złapali mnie ty jeden smutny miałeś wzrok gdy bliźni wszyscy nasi w krąg obywatele godni czci klaskali w swe dłonie co sił to przecież nic spojrzenie twe lecz taka dziwna moc w nim jest że blask twych oczu jeszcze dziś otuchy dodaje mi więc jeśli umrzesz kiedyś już gdy wieźć cię będzie czarny wóz niech przez niebiański cię wiedzie szlak aż do nieba bram ,Georges Brassens,,
266,Żwawa piosenka o żuczku,gdy żre mnie nostalgia i chandra mnie tłucze i nuda się czai przy ścianie sowacza sowacza pojawia się skądyś na stole mym żuczek i nóżki swe drobne rozkracza rozkracza rozkracza i chodzi po gładkiej powierzchni czerniawy tu kropkę zostawi a tam drobny szlaczek bny szlaczek i co raz to w nóżkę podrapie się prawą lub wyrwie spod paszki swej kłaczek swej kłaczek swej kłaczek ja biorę go w dłonie ostrożnie lekutko boć mały to żuczek a nie olbrzym gacek brzym gacek a potem za udkiem wyrywam mu udko i kciukiem go miażdżę na placek na placek na placek ,,,Wolna Grupa Bukowina
267,Włóż plecak,gdy na rysach ujrzysz ze ździwieniem alpinistę w czarnym garniturze zamiast kiwać głową ze zdziwieniem daj mu prawdy słowa dwa nieduże włóż plecak to nic że ciężki i załóż koszulę w kratę w rajdowych starych spodniach idź na spotkanie z latem gdy turystów grono romantyczne gasi chandrę alkoholu strugą zamiast robić gesty dramatyczne to recytuj strofkę im niedługą włóż plecak to nic że ciężki i załóż koszulę w kratę w rajdowych starych spodniach idź na spotkanie z latem kiedy spłoszy ciszę rezerwatu tranzystora zgrzytu cała gama bądź spokojny nie trzeba dramatu dla słuchacza rada będzie mała włóż plecak to nic że ciężki i załóż koszulę w kratę w rajdowych starych spodniach idź na spotkanie z latem gdy polubisz fotel i kominek i pantofli spokojne człapanie będziesz żonę miał zamiast dziewczyny to zastosuj swoje przykazanie włóż plecak to nic że ciężki i załóż koszulę w kratę w rajdowych starych spodniach idź na spotkanie z latem ,,,
268,Zawirował świat,chmury skłębione niosą mrozy i śnieg wiatr gwiżdże w nieszczelnych futrynach kolejny raz pociąg spóźnia się znak że znowu zaczyna się zima uuuuu zawirował świat jak płatki śniegu na dworze stare wspomnienia odżyły znów niewiele nam to jednak pomoże królowa śniegu srebrnym welonem swym przykryła prawie świat cały wystawić nos poza domu próg to wyczyn nie lada śmiały uuuuu zawirował świat jak płatki śniegu na dworze stare wspomnienia odżyły znów niewiele nam to jednak pomoże szare poranki i krótkie dni każde z nas ma dziś tylko dla siebie tysiąc listów stawił pieca żar w tym dwieście pięćdziesiąt od ciebie uuuuu zawirował świat jak płatki śniegu na dworze stare wspomnienia odżyły znów niewiele nam to jednak pomoże ,Krzysztof Myszkowski,Krzysztof Myszkowski,
