,title,lyrics,text_author,composer,artist
694,Źródło, płynie rzeka wąwozem jak dnem koleiny która sama siebie żłobiła rosną ściany wąwozu z obu stron coraz wyżej tam na górze są ponoć równiny i im więcej tej wody tym się głębiej potoczy sama biorąc na siebie cień zboczy piach spod nurtu ucieka nurt po piachu się wije własna w czeluść ciągnie go siła ale jest ciągle rzeka na dnie tej rozpadliny jest i będzie będzie jak była bo źródło bo źródło wciąż bije a na ścianach wysokich pasy barw i wyżłobień tej rzeki historia tych brzegów cienie drzew powalonych ślady głazów rozmytych muł zgarnięty pod siebie wbrew sobie a hen w dole blask nikły ciągle ziemię rozcina ziemia nad nim się zrastać zaczyna z obu stron żwir i glina by zatrzymać go w biegu woda syczy i wchłania lecz żyje i zakręca omija wsiąka wspina się pieni ale płynie wciąż płynie wbrew brzegom bo źródło bo źródło wciąż bije i są miejsca gdzie w szlamie woda niemal zastygła pod kożuchem brudnej zieleni tam ślad prędzej niż ten co zostawił go znika niewidoczne bagienne są sidła ale źródło wciąż bije tłoczy puls między stoki więc jest nurt choć ukryty dla oka nieba prawie nie widać czeluść chłodna i ciemna niech się sypią lawiny kamieni i niech łączą się zbocza bezlitosnych wąwozów bo cóż drąży kształt przyszłych przestrzeni jak nie rzeka podziemna groty w skałach wypłucze żyły złote odkryje bo źródło bo źródło wciąż bije ,J. Kaczmarski 1978,J. Kaczmarski ,Jacek Kaczmarski
695,Pompeje, odkopywaliśmy miasto pompeję jak się odkrywa spodziewane lądy gdy okiem ludzkim nie widziane dzieje jutro ujrzane potwierdzą poglądy z których dziś jeszcze głupców tłum się śmieje w miarę kopania miejski cień narastał jakbyśmy wszyscy wracali do domu wjeżdżając wolno w świt wielkiego miasta cicho by snu nie przerywać nikomu tylko pies szczekał i łańcuchem szastał czemu pies szczeka rwie się na łańcuchu szybkie dłonie masują mięśnie dostojnika który w łaźni na własnym kołysząc się brzuchu wydaje rozkazy pyta niewolnika pies szczeka bo się boi wielkiego wybuchu bzdura na chwilę przerwij bolą kości co z poetą którego rozkazałem śledzić nic nowego meldują podwładni z ciemności w swoim mieszkaniu przy kaganku siedzi i pisze za wierszem wiersz dla potomności czemu pies szczeka targa się po nocy tej którą objął twarz znieruchomiała bzdura może chuligan trafił kundla z procy mruczy chce wydobyć uległość z jej ciała ale ona w oknie utkwiła już oczy ziemia drży czy nie czujesz objął ją od tyłu i szepnął do ucha to drżą członki moje świat nie zginie dlatego że bydle zawyło odwraca jej głowę i długo całuje na dach pada gorące pierwsze ziarno pyłu czemu pies szczeka słychać w całym mieście więzień szarpie kratę czuje duszny powiew strażnicy otwórzcie ludzie gdzie jesteście ja jestem żebrak spod muru odpowie ślini się nóg nie ma drzemał przy areszcie ratuj mnie wypuść ten tylko się ślini i ślina w ciemnościach już błyszczy czerwono mogę pomodlić się w jakiejś świątyni tyle ich ostatnio tutaj postawiono nic żaden z bogów dla nas nie uczyni czemu pies szczeka patrz jak płonie niebo z pieca wyciągaj bochenki niezdaro ziemia dygoce uciekać stąd trzeba nie chcę być własnej głupoty ofiarą weź wszystkie pieniądze i formę do chleba czemu pies szczeka tak to już koniec lecz jeszcze zabiorę te misy z ołtarza nikt nie zobaczy gdy wszystko zniszczone nie zdążę nie zdążę noc w dzień się rozjarza biegnę jak ciężko powietrze spalone psa który ostrzegał nikt nie spuścił z łańcucha zastygł pysk otwarty łapy w próg wtopione podniosłem oczy i objąłem wzrokiem ulice stragany stadiony sklepienia wtem słyszę szmer pada z nieba popiół a to się tylko obsunęła ziemia pod czyimś szybkim nierozważnym krokiem ,Jacek Kaczmarski 1979,Jacek Kaczmarski ,Jacek Kaczmarski
696,Śmiech, bardzo śmiesznie jest umierać kiedy żyć byś chciał nosić miano oliviera kiedy jesteś brown nosić miano oliviera kiedy jesteś brown jak zabawnie chcieć i nie móc lub nie chcieć i móc dziś romulus jutro remus jutro trup dziś wódz dziś romulus jutro remus jutro trup dziś wódz chciałbyś lecieć za widnokrąg miasto ci się śni czemu żyć chcesz pinokio w korowodzie złych dni czemu żyć chcesz pinokio w korowodzie złych dni bardzo śmiesznie wstawać rano kiedy spać byś chciał i z twarzyczką zapłakaną wychodzić na raut i z twarzyczką zapłakaną wychodzić na raut jak zabawnie myśleć o czymś kiedy braknie słów prosto z pełni w sen wyskoczyć w roześmiany nów prosto z pełni w sen wyskoczyć w roześmiany nów chciałbyś słońca musisz moknąć myśląc w to mi graj nie umieraj pinokio jeszcze jedną noc trwaj nie umieraj pinokio jeszcze jedną noc trwaj nie umieraj pinokio jeszcze jedną noc trwaj ,K.M.Sieniawski,P. Gintrowski,Jacek Kaczmarski
697,Zbroja, dałeś mi panie zbroję dawny kuł płatnerz ją w wielu pogięta bojach wielu ochrzczona krwią w wykutej dla giganta potykam się co krok bo jak sumienia szantaż uciska lewy bok lecz choć zaginął hełm i miecz dla ciała żadna w niej ostoja to przecież w końcu ważna rzecz zbroja magicznych na niej rytów dziś nie odczyta nikt ale wykuta z mitów i wieczna jest jak mit do ciała mi przywarła przeszkadza żyć i spać a tłum się cieszy z karła co chce giganta grać ą taka w niej powaga dawno zaschniętej krwi ze czuję jak wymaga i każe rosnąć mi być może nadaremnie lecz stanę w niej za stu zdejmij ją panie ze mnie jeśli umrę podczas snu wrzasnęli hasło wojna zbudzili hufce hord zgwałcona noc spokojna ogląda pierwszy mord goreją świeże rany hańbiona płonie twarz lecz nam do obrony dany pamięci pancerz nasz więc choć za ciosem pada cios i wróg posiłki śle w konwojach nas przed upadkiem chroni wciąż zbroja wywlekli pudła z blachy natkali kuł do luf i straszą sami w strachu strzelają do ciał i słów zabrońcie żyć wystrzałem niech zatryumfuje gwałt nad każdym wzejdzie ciałem pamięci żywej kształt choć słońce skrył bojowy gaz i żołdak pławi się w rozbojach wciąż przed upadkiem chroni nas zbroja wytresowali świnie kupili sobie psy i w pustych słów świątyni stawiają ołtarz krwi zawodzi przed bałwanem półślepy kapłan łgarz i każdym nowym zdaniem hartuje pancerz nasz choć krwią zachłysnął się nasz czas choć myśli toną w paranojach jak zawsze chronić będzie nas zbroja ,,,Jacek Kaczmarski
698,Ze sceny, wy w ciemnościach reflektory chronią was oświetlając tylko scenę na niej mnie jak na dłoni widać mą stężałą twarz gdy przez mrok próbują oczy przebić się mikrofony wychwytują każdy dźwięk mój najlżejszy oddech usłyszycie stąd ja przemogę sztywność zaciśniętych szczęk wstrzymam myśli niekontrolowany prąd ja tu na krótko kochani pozwolicie przed wami chcę naprawdę szczerze się wysilić to dla was chwila dla mnie całe życie nim zniknę niech pokrzyczę krótką chwilę każdy chce mieć i każdy tak czy owak ma tę chwilę krzyku między wejściem swym i wyjściem każdy na jakimś instrumencie gra choć nie każdego oklaskuje się rzęsiście lecz ja ja wiem ta krótka chwila długo trwa ale mam tyle drodzy wam do powiedzenia tylko przeszkadza mi ta za kurtyną twarz i ciągły szept że to już koniec przedstawienia nie jeszcze trochę mamy czas bo widzicie do stracenia nikt z nas nie ma nic i tyle a więc krzyczmy krótką chwilę całe życie nim znikniemy głośno krzyczmy krótką chwilę gwiżdże ktoś nie mówię nic nie było nic ja mikrofon mam i ja mam teraz głos tam za kulisami wy możecie iść przejmuję program i prowadzę dalej go nie przerywać tego co warcholi precz nie dla niego tutaj płuca w strzępy rwę hej akustyk chrypnę gorzej słychać mnie silniej wzmacniacz głos mój teraz musi brzmieć rozciągnąć czas ej wy tam w mroku czy wierzycie mnie który wie jak się w epokę zmienia chwilę otwórzcie drzwi i zaraz zobaczycie jak marny czas co gnębił nas zostaje w tyle ktoś mi tutaj może powie że już charczę że już nie rozróżniam poszczególnych słów ale mnie śpiewania jeszcze nie wystarczy jeśli przerwę nigdy nie zaśpiewam znów nowych chwytów na gitarze nie wyćwiczę ale starych jeszcze dość ja się nie mylę całe życie z sensem krzyczę całe życie więc pokrzyczę jeszcze póki mam tę chwilę co się stało czemu ten reflektor zgasł kto wyłączył mikrofony mi gdzie jesteście kto stąd wyprowadził was kto zatrzasnął między nami drzwi niech chociaż skończę bez puenty odchodzicie a ma być śmieszna najważniejsza w wielkim stylu i potrwa chwilę jedną w całym życiu nim zniknę niech rozśmieszę was na chwilę ,J. Kaczmarski wg W. Wysockiego 1977,J. Kaczmarski wg W. Wysockiego ,Jacek Kaczmarski
699,Pani Bovary, tylko ta woń zamorskich roślin przyjęcie w domu bourgeois fortepian gada o miłości wirują fraki w trzecim pas walce naiwne francja smętna szelest krynolin wachlarz min tylko wilgotne brudne piętra tylko spłowiały bury tynk tylko słoneczne sny kochanków coraz jaśniejsze z każdym dniem paryski bulwar o poranku nad przerażonym miastem mknie tylko ta pewność że i potem nic się nie zmieni wokół nas pomysły wujków plotki ciotek wieczór latarnie życie czas tęsknota za kimś kogo nie ma chociaż na palcach cicho wszedł tylko tak czule pieści emma pluszowej sofy ciepły grzbiet ,K. M. Sieniawski,P. Gintrowski ,Jacek Kaczmarski
700,Ballada o spalonej synagodze, żydzi żydzi wstawajcie płonie synagoga cała wschodnia ściana porosła już żarem powietrze drży skacze po suchych belkach ogień wstawajcie chrońcie święte księgi wiary gromadzą się ciemni w krąg płonącego gmachu biegają iskry po pejsach tlą się długie brody w oczach blask pożaru rozpaczy i strachu gdzie będą teraz wznosić swoje próżne modły płonie synagoga trzask i krzyk gardłowy belki w żar się sypią iskry w górę lecą tam w środku żyd został jeszcze widać ręce już czarne o jehowo za co o jehowo noc zapadła stoją wszyscy wielkim kołem chmury nisko w ciemnościach gwiazda się dopala patrzą na swe chałaty porosłe popiołem rząd rąk i twarzy w mrok się powoli oddala stali tak do rana deszcz spadł ciągle stali aż popiół się zmieszał ze szlamem jeden żyd się spalił jeden żyd się spalił śpiewał w knajpie nad wódką włóczęga pijany ,Jacek Kaczmarski 1977,Jacek Kaczmarski ,Jacek Kaczmarski
701,Nocny Kamboj, kiedy kamboj nie ma konia kiedy kamboj nie ma konia nie wie po co żyje po co jest kiedy kamboj nie ma konia kiedy kamboj nie ma konia nie wie po co żyje po co je jedź do miasta wielkiego do wielkiego miasta jedź tam kambojom bez konia łatwiej żyć zapytają cię ludzie gdzie jest twój koń powiedz by się nie przypierdalali doń zapytają cię ludzie gdzie jest twój koń powiedz by się nie przypierdalali doń o łen de kamboj hez noł horsez łen de kamboj hez noł horsez hi daznt noł tu bi or not tu bi łen de kamboj hez noł horsez łen de kamboj hez noł horsez hi daznt noł tu bi or not tu bi lets goł tu big siti tu big siti lets goł zer łiwałt horses izjer tu liw end wej łil ask ju wer iz jor hors end ju anser kis maj as end wej łil ask ju wer iz jor hors end ju anser kis maj as niet łoszadi u kamboja niet łoszadi u kamboja on nie znajet kak jemu żyt niet łoszadi u kamboja niet łoszadi u kamboja on nie znajet kak jemu żyt ujezżaj w balszoj gorad w balszoj gorad ujezżaj tam kambojom bez łoszadi liegczie żyt budu sprasziwat ludi gdzie łoszad twaja niet łoszadi nit szczastia ni chuja budut sprasziwat ludi gdzie łoszad twaja niet łoszadi ni szczastia ni chuja kiedy aktor nie ma rola kiedy aktor nie ma rola nie wie po co żyje po co jest kiedy aktor nie ma roli lub gdy rolę swą spierdoli nie wie po co żyje po co jest jedź do miasta małego do małego miasta uć tam aktorom bez rola łatwiej żyć zapytają koledzy gdzie sukces twój sukces mój biznes mój i taki zapytają koledzy gdzie sukces twój sukces mój biznes mój i ,"Aktorzy Łódzkiej Szkoły Filmowej, na motywach ścieżki dźwiękowej autorstwa Johna Barry'ego",Aktorzy Łódzkiej Szkoły Filmowej,Jacek Kaczmarski
702,Modlitwa o wschodzie słońca, każdy twój wyrok przyjmę twardy przed mocą twoją się ukorzę ale chroń mnie panie od pogardy od nienawiści strzeż mnie boże wszak tyś jest niezmierzone dobro którego nie wyrażą słowa więc mnie od nienawiści obroń i od pogardy mnie zachowaj co postanowisz niech się ziści niechaj się wola twoja stanie ale zbaw mnie od nienawiści ocal mnie od pogardy panie ,,,Jacek Kaczmarski
703,A my nie chcemy uciekać stąd, stanął w ogniu nasz wielki dom dym w korytarzach kręci sznury jest głęboka naprawdę czarna noc z piwnic płonące uciekają szczury krzyczę przez okno czoło w szybę wgniatam haustem powietrza robię w żarze wyłom ten co mnie słyszy ma mnie za wariata woła co jeszcze świrze ci się śniło więc chwytam kraty rozgrzane do białości twarz swoją widzę twarz w przekleństwach a obok sąsiad patrzy z ciekawością jak płonie na nim kaftan bezpieczeństwa dym w dziurce od klucza a drzwi bez klamek pękają tynki wzdłuż spoconej ściany wsuwam swój język w rozpalony zamek śmieje się za mną ktoś jak obłąkany lecz większość śpi nadal przez sen się uśmiecha a kto się zbudzi nie wierzy w przebudzenie krzyk w wytłumionych salach nie zna echa na rusztach łóżek milczy przerażenie ci przywiązani dymem materaców przepowiadają życia swego słowa nam pod nogami żarzą się posadzki deszcz iskier czerwonych osiada na głowach dym coraz gęstszy obcy ktoś się wdziera a my wciśnięci w najdalszy sali kąt tędy wrzeszczy niech was jasna cholera a my nie chcemy uciekać stąd a my nie chcemy uciekać stąd krzyczymy w szale wściekłości i pokory stanął w ogniu nasz wielki dom dom dla psychicznie i nerwowo chorych ,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski
704,Cesarz, był sobie raz cesarz miał żółte oczy i drapieżną szczękę mieszkał w pałacu pełnym marmurów i policjantów sam budził się w nocy i krzyczał nikt go nie kochał najbardziej lubił polowania i terror ale fotografował się z dziećmi wśród kwiatów kiedy umarł nigdy nikt nie śmiał zdjąć jego portretów kiedy umarł nikt nie śmiał zdjąć jego portretów zobaczcie może jest jeszcze u was w domu jego maska zobaczcie może jest jeszcze u was w domu jego maska ,Z. Herbert,P. Gintrowski,Jacek Kaczmarski
705,Autoportret Witkacego, patrzę na świat z nawyku więc to nie od narkotyków mam czerwone oczy doświadczalnych królików wstałem właśnie od stołu więc to nie z mozołu mam zaciśnięte wargi zgłodniałych mongołów słucham nie słów lecz dźwięków więc nie z myśli fermentu mam odstające uszy naiwnych konfidentów wszędzie węszę bandytów więc nie dla kolorytu mam typowy cień nosa skrzywdzonych semitów widzę kształt rzeczy w ich sensie istotnym i to mnie czyni wielkim oraz jednokrotnym w odróżnieniu od was którzy państwo wybaczą jesteście wierszem idioty odbitym na powielaczu dosyć sztywną mam szyję i dlatego wciąż żyję że polityka dla mnie to w krysztale pomyje umysł mam twardy jak łokcie więc mnie za to nie kopcie że rewolucja dla mnie to czerwone paznokcie wrażliwym jest jak membrana zatem w wieczór i z rana trzęsę się jak śledziona z węgorza wyrwana zagłady świata się boję więc dla poprawy nastroju wrzeszczę jak dziecko w ciemnym zamknięte pokoju ja bardziej niż wy jeszcze krztuszę się i duszę ja częściej niż wy jeszcze żyć nie chcę a muszę ale tknąć się nikomu nie dam i dlatego gdy trzeba będzie sam odbiorę światu witkacego ,Jacek Kaczmarski,Przemysław Gintrowski ,Jacek Kaczmarski
706,Starzy ludzie w autobusie, my starzy ludzie w autobusie nie powinniśmy jeździć nim lecz nie wybiera ten kto musi kto wybrać nie ma w czym miejsca już dawno są zajęte zostało tyle żeby stać i czekać aż w uliczki kręte autobus zacznie gnać dokoła obce plecy tkwią i wszyscy patrzą gdzieś nad nami podczas gdy nasze ręce drżą wciąż się mijając z uchwytami szarpnął tracimy równowagę wspieramy się na byle kim kto cofa się jak przed zniewagą i patrzy wzrokiem złym a my przeprosić przybrać pozy już nie jesteśmy w stanie bo źrenice nasze pełne grozy w kierowcę wbite są kierowca o nas ani dba wpatrzony w drogi swojej znaki to przyhamuje to znów gna na swym fotelu tkwiąc okrakiem a nam dostępu brak do okien a nam dostępu brak do drzwi a każdy staje do nas bokiem i w duchu z niedołęstwa drwi i na właściwym wyjść przystanku nigdy nie było dane nam w panice lgnąc do drzwi bez klamki patrzymy to nie tam ze skargą do kierowcy znów aż ktoś nie przerwie narzekania napis wskazując nam bez słów że z nim rozmawiać się zabrania lub pasażerów chór nas zdławi i dobrotliwie skarci nas dwie możliwości nam wstawi pętlę lub do zajezdni zjazd ,Jacek Kaczmarski 1976,Jacek Kaczmarski ,Jacek Kaczmarski
707,Wiosna 1905, wiosenny dzień zapach lip po deszczu ulica lśni stuk podków i siodeł skrzyp koń wiosnę poczuł i rży bandytów złapano dwóch przez miasto prowadzą ich drży koński przy twarzy brzuch drży twarz przy końskim brzuchu długo czekali na tę wiosnę całe swoich piętnaście lat w marszu w aleje ujazdowskie z twarzy uśmiech dziecięcy spadł idą i drogi swej nie widzą w myślach pierwszy piszą już list konie wędzidła swoje gryzą uszy drąży kozacki gwizd to dzieci w słów wierzą sens to dzieci marzą i śnią to dzieciom sen spędza z rzęs dobro płacone ich krwią dorośli umieją żyć dorosłym sen mara śmiech to dzieci będą się bić za słów dorosłych prawdę przeszli nie widać ich zza koni znika po kałużach ich ślad jeszcze w ostrogę szabla dzwoni czymże byłby bez tego świat pusta ulica pachnie deszczem w drzewach jasny puszy się liść w mokrym powietrzu ciągle jeszcze krąży kozacki gwizd ,J. Kaczmarski wg obrazu Masłowskiego,Z. Łapiński ,Jacek Kaczmarski
708,Krajobraz po uczcie, nie ogryźli kości nie dopili wina resztek jedzenia szuka pies pod stołem na dębowym blacie obrana cytryna i suche pestki czereśni dookoła odeszli z damami o zatłuszczonych wargach do łożnic szerokich za ciężkie zasłony gdzie biały pudel kraj krynoliny targa przez panią w rumieńcach za fotel rzuconej a w stolicy koronacja się zaczyna i król światowy pokazuje szyk ale z obecnych nie wie jeszcze nikt że na tortach dał napis wiwat katarzyna ksiąg nie doczytali nie skończyli pisać drukując hymny gorące epistoły jakby miały spoić pęknięte ścian rysy gryzące pochwały pochwalne gryzmoły odeszli do zajęć sennych długotrwałych nad biurka za małe dla królewskich zaleceń gdzie świtem pióra skrzypiące się łamały a świece świeciły by nic nie oświecić a w stolicy sejm kończy obrady na rękach niesiony uśmiecha się król ambasadorowie nie zmieniają ról wiedząc jak blisko od sławy do zdrady nie skończyli ostrzyć kos na sztorc stawianych nie ruszyli zamków i sal pałacowych nie powywieszali wszystkich zdrajców stanu w ziemię pól bitewnych powgniatane głowy odeszli w sukmanach kurtach i opończach po staremu się męczyć nad nie swoją rolą ktoś powiedział wiedziałem że to się tak skończy na żer wyszły obce wojskowe patrole a król bez królestwa chodził na spacery nie ze swojej kasy utrzymując dwór i nie wiedział jeszcze niepotrzebny chór jakie kiedy i za co zalśnią mu ordery imperatorowa i państwa ościenne przywrócą spokojność obywatelom naszym przeto z wolnej woli dziś rezygnujemy z pretensji do tronu i polskiej korony nieszczęśliwie zdarzona w kraju insurekcja pogrążyła go w chaos oraz stan zniszczenia pieczołowitość nasza na nic się nie przyda świadczymy z całą rzetelnością naszego imienia nie ogryźli kości nie dopili wina resztek jedzenia szuka pies pod stołem nie ogryźli kości nie dopili wina resztek jedzenia szuka pies pod stołem ,Jacek Kaczmarski 1977,Jacek Kaczmarski ,Jacek Kaczmarski
709,Hugo, dalej dalej to już czas odłóż swoje wszystkie pilne plany przecież tyle czeka nas zapraszamy na wyprawę dalej dalej wstawaj już zamiast pójść na karuzelę szybko dwa przysiady zrób no i zagraj z przyjacielem baw się z hugo ucz się z hugo a na pewno już niedługo będziesz w roli właściciela nowej gry lub komputera no i żwawo wstawaj już gdy na ciebie czeka czeka gra w tej krainie którą znasz wulkaniczny wyścig trwa hugo tak to właśnie ja spytaj taty spytaj mamy hugo dobrze wiem o co dzisiaj znowu gramy hugo śpiewać czas i uwierzcie tak to bywa hugo refren brzmi kto pomaga ten wygrywa kiedy tylko przyjdzie czas odłóż wszystkie swoje pilne plany w górę dwa podskoki zrób wypij mleko zamiast kawy dalej dalej wstawaj już mimo że jest wczesna pora szybko dwa przysiady zrób i uwolnij tego trolla baw się z hugo śpiewaj z hugo a na pewno już niedługo będziesz w roli właściciela nowej gry lub komputera dawaj dawaj bracie do zabawy tu na ciebie czeka czeka gra odłóż wszystkie inne sprawy wulkaniczny wyścig trwa hugo ,,,Bartek Wrona
710,Jeszcze w zielone gramy, przez kolejne grudnie maje człowiek goni jak szalony a za nami pozostaje sto okazji przegapionych ktoś wytyka nam co chwilę w mróz czy w upał w zimie w lecie szans nie dostrzeżonych tyle i ktoś rację ma lecz przecież jeszcze w zielone gramy jeszcze nie umieramy jeszcze któregoś rana odbijemy się od ściany jeszcze wiosenne deszcze obudzą ruń zieloną jeszcze zimowe śmiecie na ogniskach wiosny spłoną jeszcze w zielone gramy jeszcze wzrok nam się pali jeszcze się nam ukłonią ci co palcem wygrażali my możemy być w kłopocie ale na rozpaczy dnie jeszcze nie długo nie więc nie martwmy się bo w końcu nie nam jednym się nie klei ważne by choć raz w miesiącu mieć dyktando u nadziei żeby w serca kajeciku po literkach zanotować i powtarzać sobie cicho takie prościuteńkie słowa jeszcze w zielone gramy jeszcze nie umieramy jeszcze się spełnią nasze piękne dni marzenia plany tylko nie ulegajmy przedwczesnym niepokojom bądźmy jak stare wróble które stracha się nie boją jeszcze w zielone gramy choć skroń niejedna siwa jeszcze sól będzie mądra a oliwa sprawiedliwa różne drogi nas prowadzą lecz ta która w przepaść mknie jeszcze nie długo nie jeszcze w zielone gramy chęć życia nam nie zbrzydła jeszcze na strychu każdy klei połamane skrzydła i myśli sobie ikar co nie raz już w dół runął jakby powiało zdrowo to bym jeszcze raz pofrunął jeszcze w zielone gramy choć życie nam doskwiera gramy w nim swoje role naturszczycy bez suflera w najróżniejszych sztukach gramy lecz w tej co się skończy źle jeszcze nie długo nie ,W. Młynarski,J. Matuszkiewicz,Wojciech Młynarski
711,Pastorałka '98, biały mech pokrył mury kamienic i ulica jak z bajki o królowej śniegu brakuje tylko małej dziewczynki z zapałkami by zapomnieć o życiu w oknach wystaw pojawiły się stroiki i choinka przyzdobiona pięknie cała żłóbek stoi pod ratuszem na starym rynku ksiądz szykuje się do kolędowania pada śnieg srebrny pył bóg szykuje ziemię na cud biały puch rodem z chmur życie prosto z samego nieba pada śnieg zimny lód ludzie dziwią się że dziadek mróz wbrew naturze o tej porze tyle daje ciepła posypały się znów kartki z kalendarza i przybyło nam kolejnych długich miesięcy w perspektywie szalony sylwester u starego sąsiada a na razie pasterka byle w ciepłych ubraniach nocne lampy pomagają dzisiaj gwiazdom oświetlają drogę nocnym kolędnikom nowe życie o dwunastej się zaczyna aniołowie dają popis nad wisłą ,Tomasz Fojgt,Tomasz Fojgt,Enigma
712,Niebo, góry pokryte zieloną pościelą ułożę się w dolinie do snu strumyki zagrają melodię na głosy ukołysze matczyny szum jednak zasnąć nie dane mi będzie tej nocy spojrzę gdzie gwiazdy na góry spadają i jak księżyc ze wstydu się schował za skały bo mu wszystkie gwiazdy ukradkiem w góry uleciały tak jak mech otula wielki kamień ja do gór przyrosłem na stałe tak jak korzeń świerku przeplata się i wije duszą w górach zbłądziłem bo chciałem czuwa nade mną strzelisty słonecznik pielgrzymy zdumione zastygły jak skały i kłębią się tłoczą odbicia nad stawem góry szeptały a ja słuchałem że ten księżyc się uśmiecha właśnie do mnie że ta gwiazda która spadła jest na szczęście i że skoro przyleciała z tak daleka może mamy tutaj w górach choć namiastkę nieba ,Tomek Fojgt,Tomek Fojgt,Enigma
713,Ludzie z mgły, obłoki rwą się na strzępy rozczesują na skałach splątane kosmyki przelewa się rwący potok chmur w dali ludzie z mgły ścieżka znika w dali wiatr dobiera z połoniny zielonej misterne warkocze krętych szlaków nad szczytem płyną rozmyte sny te w których śniły się bieszczady te w których śniły się bieszczady bieszczady wschody słońca i rosa góry zlewają się z niebem droga wisi we mgle zabłąkana zachody słońca aż do końca bieszczady wschody słońca i rosa góry zlewają się z niebem droga wisi we mgle zabłąkana zachody słońca aż do końca zachody słońca aż do końca zielone stoki z obu stron dźwigają kładki ponad światy z góry wszystko staje się takie małe człek ucieka w toń toń zanika w dali z każdym krokiem stajesz się coraz wyżej wzbijasz się ku niebu niczym ptak szczyt zwieńczony koroną szarych skał tutaj echo sumienia tak łatwo usłyszeć ,T. Fojgt,T. Fojgt,Enigma
714,Pieśń o poszukiwaniu, pomyślałem że gdy gitarę ujmę dźwiękami kilkoma światu prawdy określę kształt nuty jak nuty nut obojętność każdy zna myśl dźwiękiem wyrażona wymiaru nabiera innego lecz nie sposób dźwiękami wyrazić milczenia lecz nie sposób dźwiękami wyrazić milczenia przyszło mi słowa składać w długie zdania słowem znaczącym światu prawdy określić kształt słowa jak słowa głosu brzmienie każdy zna myśl słowem wyrażona wymiaru nabiera innego lecz nie sposób dźwiękami wyrazić milczenia lecz nie sposób dźwiękami wyrazić milczenia nauczyli mnie kreski i plamy ich kompozycją światu prawdy określić kształt obraz jak obraz jego względność każdy zna myśl barwą wyrażona wymiaru nabiera innego lecz nie sposób dźwiękami wyrazić milczenia lecz nie sposób dźwiękami wyrazić milczenia szukałem już w wietrze w miłości szukałem nadziei zostało bardzo niewiele gdzie znaleźć tę wiedzę o prawdzie gdzie znaleźć niech to będzie prawda w milczeniu ,Wojtek Belon,Tomek Fojgt,Enigma
715,Wiatraki, w wiatry wplątane czarne ich ręce chmury wełniste szarpią i drą kręcą kołują skrzypią i kręcą głuszą krakanie kruków i wron ramię okropne macha i macha piersiom drewnianym brakuje już tchu wierzby kudłate pędzą w przestrachu bledną chałupy w czapach ze mchu kręcą kołują wiercą chrobocą wre czarnoksięski trzepot ich rąk drogę torują wiatrom i nocom włóczą za włosy mgły sponad łąk wory obłoków sypią im w żarna rudych wieczorów siarkę i miedź miele się mąka gęsta i czarna w niebo gwieździste spada jak w sieć słońce językiem strugę krwi liże w pianie zachodu tarza się dzień wtedy ich ręce sterczą jak krzyże widzę rozpięty na nich mój cień dławią go szarpią męczą od rana czarne ramiona ostre jak krzyk w niebo krwawiące świtem jak rana cień oszalały skoczył i znikł ,Władysław Broniewski,Tomek Fojgt,Enigma
716,Szczęście, rozmyślam coraz częściej od pewnego wieczoru że chyba moje szczęście jest zielonego koloru więc niech ta zieleń we mnie rośnie i niech mnie zewsząd otoczy drapieżnie zachłannie miłośnie zieleń jak w twoje oczy przeczytaj tę bajkę nim uśniesz przeczytaj jeśli chcesz szczęście to co dzień dostać jeden uśmiech i zwrócić jeden wiersz niechaj i będzie życie oceanicznym dnem gdzie pływają morskie straszydła o włosach z wodorostów zielone zielone niesamowicie i gdzie wszystko jest snem niechaj i będzie życie oceanicznym dnem ,Władysław Broniewski,Tomek Fojgt,Enigma
717,Piosenka pasterska, gdy wiatr powieje mienią się ogrody jak wielkie ciche i łagodne morza piana po liściach przebiegnie a potem znowu ogrody i zielone morza góry zielone schodzące ku rzekom gdzie tylko tańczy flecik pastuszka kwiaty różowe ze złotą powieką które tak cieszą dziecinne serduszka tu trawa bujna do kolan się kłoni a kiedy jabłko w trawę się potoczy to musisz całą twarz przyłożyć do niej kiedy za jabłkiem gonią twoje oczy ogrody piękne moje ogrody takich ogrodów nie znajdziesz na świecie ani tak czystej wiecznie żywej wody ni takiej wiosny zatopionej w lecie ,Czesław Miłosz,Tomasz Fojgt,Enigma
718,Jesienna droga do Leluchowa, droga przez sam środek jesieni pod liści złotym tunelem dopala się wzgórze nad popradem pachnie polskim zasuszonym zielem snuje się na drodze do leluchowa poezji lelum polelum słonecznik zza chmur się wychyla dzień dobry ci mój przyjacielu snuje się tu moja duszyczka sowia zbiera przyprawy do swojej baśni czerwony dereń października piołuny goryczki i dziurawca snuje się na drodze droga przez sam środek jesieni syczą w popradzie liście jak iskry rzucam i rzucam czarne kiście guseł na wiatrów wir płomienisty snuje się na drodze ,J. Harasymowicz,T. Fojgt,Enigma
